time,state,x,y,z,qw,qx,qy,qz,Vx,Vy,Vz,wr,wp,wy,LF_HAA,LF_HFE,LF_KFE,RF_HAA,RF_HFE,RF_KFE,LH_HAA,LH_HFE,LH_KFE,RH_HAA,RH_HFE,RH_KFE,w_LF_HAA,w_LF_HFE,w_LF_KFE,w_RF_HAA,w_RF_HFE,w_RF_KFE,w_LH_HAA,w_LH_HFE,w_LH_KFE,w_RH_HAA,w_RH_HFE,w_RH_KFE,tau_LF_HAA,tau_LF_HFE,tau_LF_KFE,tau_RF_HAA,tau_RF_HFE,tau_RF_KFE,tau_LH_HAA,tau_LH_HFE,tau_LH_KFE,tau_RH_HAA,tau_RH_HFE,tau_RH_KFE
2759,8,-0.727443,1.00109,0.289913,-0.906395,-0.00382324,-0.422409,0.00194658,-1.0805,0.00549573,-2.03235,0.0779957,-11.3791,-0.0169796,-0.00928288,-1.19993,1.99697,-0.00977528,-1.19988,1.99686,-0.0231112,-1.16991,1.60571,-0.0226109,-1.16974,1.6055,-0.114757,0.0612435,-0.0548528,-0.113134,0.0657913,-0.0543758,0.121545,2.26685,17.1954,0.119461,2.24607,17.1909,0.548782,-0.00140038,0.237049,0.578351,-0.00417838,0.246145,1.39079,-1.65024,21,1.36069,-1.66203,21
2760,8,-0.728525,1.0011,0.287874,-0.908793,-0.00387311,-0.417224,0.00191591,-1.08331,0.00551869,-2.04616,0.0775672,-11.4733,-0.0166962,-0.00937594,-1.19985,1.99693,-0.00986555,-1.1998,1.99681,-0.0229386,-1.16793,1.62288,-0.022441,-1.16778,1.62266,-0.0713627,0.0930774,-0.0394236,-0.0674106,0.0970873,-0.0387458,0.223574,1.68733,17.1453,0.220315,1.66681,17.1407,0.556973,-0.00407889,0.24206,0.586517,-0.0071448,0.251127,1.38667,-1.80532,21,1.35665,-1.81586,21
2761,8,-0.729609,1.0011,0.285821,-0.911181,-0.0039227,-0.411984,0.00188497,-1.08589,0.00553987,-2.05975,0.0772295,-11.5598,-0.0164566,-0.00942603,-1.19975,1.9969,-0.00991057,-1.19969,1.99678,-0.0226665,-1.16651,1.64,-0.0221727,-1.16637,1.63978,-0.0288003,0.123053,-0.0243683,-0.0226223,0.126497,-0.0235009,0.320683,1.16396,17.0944,0.316269,1.14381,17.0896,0.562557,-0.00870852,0.245831,0.591933,-0.0120312,0.254852,1.37632,-1.92395,21,1.34646,-1.93325,21
2762,8,-0.730696,1.00111,0.283754,-0.913555,-0.00397207,-0.406693,0.00185375,-1.08827,0.0055592,-2.07311,0.0769806,-11.6389,-0.0162553,-0.00943428,-1.19961,1.99688,-0.00991159,-1.19955,1.99677,-0.0223003,-1.16558,1.65707,-0.0218115,-1.16546,1.65684,0.0122979,0.150765,-0.00988085,0.0205772,0.153623,-0.00883678,0.411757,0.696019,17.0436,0.406221,0.676392,17.0387,0.565562,-0.0151924,0.248383,0.594634,-0.0187387,0.257342,1.35999,-2.00949,21,1.33036,-2.01757,21
2763,8,-0.731786,1.00111,0.281674,-0.915913,-0.00402123,-0.401353,0.00182228,-1.09044,0.00557665,-2.08624,0.0768179,-11.7109,-0.0160875,-0.00940243,-1.19945,1.99688,-0.00987049,-1.19938,1.99677,-0.0218465,-1.16509,1.67409,-0.0213638,-1.16499,1.67386,0.0513862,0.175892,0.00387315,0.0616243,0.178153,0.00507956,0.495837,0.282282,16.9938,0.489227,0.263292,16.9887,0.566057,-0.023407,0.249753,0.594696,-0.0271423,0.258635,1.33802,-2.06529,21,1.30869,-2.07217,21
2764,8,-0.732877,1.00112,0.279582,-0.918254,-0.00407024,-0.395968,0.00179057,-1.09244,0.0055922,-2.09913,0.0767385,-11.7761,-0.0159487,-0.00933274,-1.19926,1.99689,-0.00978966,-1.19919,1.99678,-0.0213125,-1.16499,1.69106,-0.0208369,-1.16491,1.69082,0.0880056,0.198193,0.0167558,0.100045,0.199854,0.0181091,0.572125,-0.0789855,16.9457,0.564502,-0.0972261,16.9405,0.564146,-0.0332067,0.249993,0.59223,-0.0370956,0.258785,1.31079,-2.09463,21,1.28183,-2.10037,21
2765,8,-0.73397,1.00113,0.277476,-0.920575,-0.00411912,-0.390541,0.00175862,-1.09426,0.00560583,-2.1118,0.0767388,-11.835,-0.0158347,-0.00922784,-1.19905,1.99691,-0.00967191,-1.19898,1.9968,-0.0207064,-1.16522,1.70798,-0.0202389,-1.16516,1.70774,0.121783,0.217501,0.0286561,0.135455,0.218565,0.03014,0.639984,-0.389936,16.8998,0.631421,-0.407326,16.8946,0.559964,-0.0444293,0.249168,0.587379,-0.0484358,0.257858,1.27875,-2.10073,21,1.25021,-2.10535,21
2766,8,-0.735066,1.00113,0.275358,-0.922874,-0.0041679,-0.385075,0.00172643,-1.09593,0.00561758,-2.12424,0.0768151,-11.888,-0.0157419,-0.00909074,-1.19883,1.99694,-0.0095204,-1.19876,1.99684,-0.020037,-1.16574,1.72486,-0.0195785,-1.1657,1.72461,0.152426,0.23372,0.0394889,0.167554,0.234198,0.0410867,0.69894,-0.653078,16.8567,0.68952,-0.66953,16.8514,0.553671,-0.0569001,0.247352,0.580314,-0.0609883,0.255928,1.24239,-2.08667,21,1.21434,-2.09021,21
2767,8,-0.736162,1.00114,0.273228,-0.925151,-0.00421661,-0.379571,0.00169402,-1.09745,0.00562747,-2.13647,0.0769633,-11.9354,-0.0156668,-0.00892467,-1.19859,1.99699,-0.00933856,-1.19852,1.99688,-0.0193132,-1.16651,1.7417,-0.0188645,-1.16648,1.74144,0.179723,0.246816,0.0491935,0.196125,0.246727,0.0508878,0.748678,-0.871215,16.8167,0.73849,-0.886653,16.8113,0.545444,-0.0704367,0.244626,0.571224,-0.0745712,0.253079,1.20222,-2.05538,21,1.17471,-2.05791,21
2768,8,-0.73726,1.00114,0.271086,-0.927404,-0.00426536,-0.374034,0.00166142,-1.09857,0.00563192,-2.14842,0.077441,-11.975,-0.0158404,-0.00873258,-1.19833,1.99704,-0.0091291,-1.19826,1.99694,-0.0185338,-1.16744,1.7584,-0.0180959,-1.16743,1.75814,0.204446,0.258185,0.0582613,0.222805,0.257432,0.0601707,0.810123,-0.988875,16.5864,0.798557,-1.00672,16.5928,0.53548,-0.0848528,0.241078,0.560314,-0.088999,0.2494,1.15879,-2.00965,20.6641,1.13187,-2.01122,20.6847
2769,8,-0.738359,1.00115,0.268931,-0.929629,-0.00431434,-0.368469,0.0016287,-1.09867,0.0056307,-2.15995,0.0782413,-12.0014,-0.0162271,-0.00851597,-1.19807,1.9971,-0.00889288,-1.198,1.997,-0.017665,-1.16838,1.77456,-0.0172383,-1.16839,1.77432,0.228784,0.270193,0.0674545,0.249641,0.268744,0.069654,0.92732,-0.897323,15.7414,0.916712,-0.914458,15.7512,0.523955,-0.100003,0.23678,0.547746,-0.104124,0.244957,1.11203,-1.95384,19.328,1.08576,-1.95442,19.3485
2770,8,-0.739457,1.00115,0.266766,-0.931825,-0.00436361,-0.362878,0.00159589,-1.09839,0.00562587,-2.17135,0.0790185,-12.0247,-0.0165596,-0.00827809,-1.1978,1.99717,-0.00863325,-1.19773,1.99708,-0.0166843,-1.16923,1.78982,-0.0162676,-1.16925,1.78959,0.246966,0.27725,0.0735618,0.269602,0.275163,0.075954,1.03423,-0.795744,14.7796,1.0246,-0.811291,14.7899,0.510958,-0.115854,0.231752,0.533573,-0.119909,0.239765,1.0599,-1.89726,18.0349,1.0343,-1.89678,18.0547
2771,8,-0.740556,1.00116,0.264589,-0.933992,-0.00441314,-0.357264,0.00156297,-1.09791,0.00561839,-2.18267,0.0797264,-12.047,-0.0168095,-0.00802525,-1.19752,1.99725,-0.00835728,-1.19745,1.99715,-0.0156092,-1.16999,1.80413,-0.015202,-1.17003,1.8039,0.25871,0.278943,0.0772894,0.282344,0.276291,0.079774,1.11585,-0.727606,13.8281,1.10677,-0.741413,13.8382,0.496685,-0.132277,0.226111,0.517995,-0.136226,0.23394,1.00106,-1.84647,16.8141,0.976058,-1.84501,16.8331
2772,8,-0.741653,1.00117,0.2624,-0.936128,-0.00446289,-0.351627,0.00152993,-1.09731,0.00560889,-2.19389,0.0803843,-12.0683,-0.0169954,-0.00776337,-1.19724,1.99733,-0.00807157,-1.19718,1.99723,-0.014466,-1.1707,1.8175,-0.0140677,-1.17075,1.81728,0.265061,0.276186,0.0794743,0.289079,0.273047,0.081976,1.17059,-0.696941,12.9189,1.16166,-0.709071,12.9284,0.481515,-0.148963,0.220077,0.501437,-0.15277,0.227711,0.936554,-1.80077,15.6698,0.912117,-1.79843,15.688
2773,8,-0.74275,1.00117,0.260201,-0.938235,-0.00451282,-0.345967,0.00149675,-1.09661,0.00559782,-2.20503,0.0810202,-12.0884,-0.0171392,-0.00749722,-1.19697,1.99741,-0.00778143,-1.19691,1.99732,-0.0132805,-1.1714,1.82999,-0.0128912,-1.17146,1.82978,0.267229,0.270092,0.0806587,0.291195,0.266539,0.0831252,1.20048,-0.69817,12.0587,1.19138,-0.708739,12.0677,0.465802,-0.165617,0.213806,0.484294,-0.16925,0.221241,0.86796,-1.75803,14.5999,0.844064,-1.75491,14.6173
2774,8,-0.743846,1.00118,0.25799,-0.94031,-0.00456292,-0.340286,0.00146343,-1.09585,0.00558552,-2.21605,0.0816575,-12.107,-0.017257,-0.00723047,-1.1967,1.99749,-0.00749089,-1.19665,1.9974,-0.012076,-1.17211,1.84164,-0.011696,-1.17218,1.84144,0.266286,0.261645,0.0811694,0.289901,0.257749,0.0835659,1.20841,-0.723908,11.2479,1.19897,-0.73304,11.2563,0.449833,-0.182005,0.207401,0.466886,-0.185438,0.214637,0.796828,-1.71618,13.6008,0.773473,-1.71238,13.6175
2775,8,-0.744942,1.00118,0.255769,-0.942354,-0.0046132,-0.334583,0.00142995,-1.09504,0.00557225,-2.22695,0.0823139,-12.1237,-0.0173593,-0.00696577,-1.19644,1.99757,-0.00720285,-1.19639,1.99748,-0.0108731,-1.17285,1.85251,-0.0105028,-1.17294,1.85232,0.263098,0.251636,0.0812084,0.286168,0.247462,0.0835123,1.19741,-0.767054,10.4848,1.18753,-0.774863,10.4927,0.433828,-0.197958,0.200928,0.449453,-0.201166,0.207969,0.724561,-1.67351,12.6685,0.701763,-1.66913,12.6845
2776,8,-0.746039,1.00119,0.253537,-0.944358,-0.00467905,-0.328883,0.0014109,-1.09979,0.00624976,-2.23697,0.121819,-12.046,-0.0926932,-0.00669431,-1.19617,1.99767,-0.00699529,-1.20427,1.99835,-0.0097875,-1.17358,1.86262,-0.00929991,-1.17366,1.86245,0.279836,0.287114,0.120982,0.128944,-15.9928,1.64865,0.973808,-0.692401,9.72714,1.21825,-0.679446,9.76158,0.417946,-0.213356,0.194433,0.432171,-0.216323,0.201286,0.652386,-1.62878,11.7992,0.630168,-1.62389,11.8145
2777,8,-0.747141,1.00119,0.2513,-0.946316,-0.00470585,-0.323206,0.00138216,-1.10372,0.0074634,-2.23788,-0.0514661,-11.9748,0.0708033,-0.00653097,-1.20389,1.99865,-0.00697662,-1.22016,2.00001,-0.0087234,-1.17425,1.87203,-0.0083127,-1.17429,1.87184,0.0468338,-15.7162,1.83094,-0.0915875,-15.7942,1.67214,1.15438,-0.643602,9.09623,0.756166,-0.57425,9.03188,0.401658,-0.229519,0.186345,0.419718,0.256039,0.132,0.58725,-1.585,10.9907,0.557994,-1.58026,11.0044
2778,8,-0.748244,1.0012,0.249065,-0.948235,-0.00468297,-0.317534,0.00133095,-1.10205,0.00771273,-2.23037,-0.0364031,-11.9783,0.0564176,-0.00649427,-1.21952,2.00046,-0.0070592,-1.23588,2.00167,-0.00765527,-1.17491,1.88081,-0.00759455,-1.17488,1.88058,0.0265698,-15.5381,1.79579,-0.0735733,-15.6491,1.64549,0.981892,-0.664155,8.45881,0.68014,-0.60967,8.43607,0.391858,0.233353,0.108268,0.418597,1.20965,-0.00083224,0.523404,-1.54492,10.2378,0.498762,-1.54265,10.2526
2779,8,-0.749345,1.00121,0.246839,-0.95012,-0.00466836,-0.311848,0.00128361,-1.10044,0.00792828,-2.22166,-0.0244519,-11.9814,0.0452415,-0.00647572,-1.23498,2.00224,-0.00712599,-1.25146,2.0033,-0.00675568,-1.17558,1.88897,-0.00695676,-1.17551,1.88872,0.0105224,-15.3811,1.7543,-0.0600042,-15.4972,1.61599,0.817294,-0.689322,7.86311,0.595438,-0.641827,7.85664,0.389656,1.17098,-0.036801,0.423552,2.15295,-0.133538,0.459316,-1.50569,9.53558,0.455673,-1.50713,9.55391
2780,8,-0.750445,1.00122,0.244623,-0.951971,-0.0046603,-0.30615,0.00123927,-1.09891,0.00811233,-2.21178,-0.0147238,-11.9846,0.0364379,-0.00647166,-1.25028,2.00397,-0.00718074,-1.26687,2.0049,-0.00601648,-1.17628,1.89655,-0.00640699,-1.17616,1.8963,-0.00238733,-15.2187,1.71231,-0.0495051,-15.339,1.58373,0.661108,-0.716066,7.30589,0.504095,-0.673755,7.30716,0.388543,2.09856,-0.178805,0.427559,3.08734,-0.263997,0.405341,-1.46508,8.88271,0.417406,-1.46959,8.9022
2781,8,-0.751543,1.00123,0.242416,-0.953789,-0.00465747,-0.300439,0.00119726,-1.09748,0.00826929,-2.20075,-0.00678648,-11.9883,0.0295365,-0.00647925,-1.26541,2.00566,-0.00722621,-1.28213,2.00647,-0.0054289,-1.17701,1.9036,-0.00595055,-1.17685,1.90335,-0.0127964,-15.051,1.66941,-0.0414346,-15.1748,1.54879,0.514036,-0.742091,6.78481,0.408793,-0.704787,6.79048,0.388299,3.01655,-0.317469,0.430844,4.01243,-0.391986,0.360989,-1.42292,8.27595,0.384419,-1.43012,8.29565
2782,8,-0.75264,1.00123,0.240222,-0.955573,-0.00465884,-0.294716,0.00115705,-1.09615,0.00840357,-2.18861,-0.000298446,-11.9926,0.0241603,-0.00649625,-1.28038,2.00731,-0.00726457,-1.29722,2.008,-0.0049836,-1.17777,1.91014,-0.00559006,-1.17757,1.9099,-0.021209,-14.8782,1.62533,-0.0352847,-15.0048,1.51125,0.376578,-0.765686,6.29784,0.312175,-0.733555,6.30634,0.388755,3.92464,-0.452738,0.433573,4.92784,-0.517287,0.325734,-1.37918,7.71232,0.357033,-1.38876,7.73174
2783,8,-0.753735,1.00124,0.23804,-0.957323,-0.00466357,-0.28898,0.00111819,-1.09493,0.00851906,-2.17537,0.00502042,-11.9977,0.0200036,-0.00652087,-1.29516,2.00891,-0.00729753,-1.31214,2.00949,-0.00467077,-1.17854,1.91621,-0.00532571,-1.17832,1.91598,-0.0280344,-14.7003,1.57981,-0.0306429,-14.8293,1.47115,0.249072,-0.785622,5.84312,0.216527,-0.758804,5.8535,0.389775,4.82252,-0.584528,0.435874,5.83323,-0.639688,0.299016,-1.33394,7.18901,0.335404,-1.34561,7.20787
2784,8,-0.75483,1.00125,0.235871,-0.95904,-0.00467099,-0.28323,0.00108033,-1.09382,0.00861906,-2.16108,0.00940219,-12.0039,0.0168185,-0.00655169,-1.30977,2.01047,-0.00732644,-1.32688,2.01094,-0.00448038,-1.17934,1.92184,-0.00515559,-1.17909,1.92162,-0.0336075,-14.5175,1.53266,-0.027171,-14.6485,1.42853,0.131714,-0.801076,5.41887,0.12371,-0.779587,5.43047,0.391252,5.70987,-0.712733,0.437852,6.72826,-0.758984,0.280246,-1.2874,6.70337,0.319543,-1.30084,6.72148
2785,8,-0.755923,1.00126,0.233718,-0.960723,-0.00468056,-0.277467,0.00104319,-1.09283,0.00870632,-2.14576,0.0130389,-12.0112,0.0144046,-0.0065876,-1.3242,2.01197,-0.00735232,-1.34143,2.01234,-0.00440224,-1.18014,1.92706,-0.00507615,-1.17988,1.92686,-0.0382008,-14.3299,1.48372,-0.0245932,-14.4625,1.38341,0.0245698,-0.811556,5.02338,0.0351836,-0.795289,5.0357,0.393102,6.58641,-0.837232,0.439586,7.61259,-0.874971,0.268823,-1.2398,6.25289,0.309336,-1.25469,6.27012
2786,8,-0.757015,1.00127,0.23158,-0.962373,-0.00469187,-0.27169,0.00100655,-1.09196,0.00878309,-2.12944,0.0160886,-12.02,0.012601,-0.00662772,-1.33843,2.01343,-0.00737596,-1.3558,2.0137,-0.00442616,-1.18096,1.9319,-0.00508253,-1.18068,1.93171,-0.0420363,-14.1376,1.43283,-0.0226844,-14.2716,1.33582,-0.0724178,-0.816848,4.65501,-0.047953,-0.805586,4.66764,0.395256,7.45183,-0.957888,0.441139,8.48592,-0.987449,0.264134,-1.19142,5.8352,0.304569,-1.20744,5.85147
2787,8,-0.758107,1.00128,0.22946,-0.963989,-0.00470458,-0.265899,0.000970212,-1.09122,0.00885123,-2.11215,0.0186806,-12.0302,0.0112793,-0.00667138,-1.35247,2.01484,-0.00739794,-1.36997,2.01501,-0.00454208,-1.18177,1.93638,-0.00516897,-1.18148,1.9362,-0.0452922,-13.9408,1.37991,-0.0212636,-14.076,1.28578,-0.159413,-0.816957,4.31216,-0.124916,-0.810401,4.32479,0.397663,8.30586,-1.07455,0.442558,9.34794,-1.09622,0.26557,-1.14257,5.44807,0.304952,-1.15942,5.46334
2788,8,-0.759198,1.00129,0.227357,-0.965572,-0.00471844,-0.260093,0.000934041,-1.09061,0.00891226,-2.09393,0.0209195,-12.042,0.0103376,-0.00671808,-1.36631,2.01619,-0.00741866,-1.38395,2.01627,-0.00474012,-1.18259,1.94054,-0.00532902,-1.18229,1.94037,-0.0481118,-13.7394,1.32487,-0.0201844,-13.8757,1.23332,-0.236677,-0.812064,3.99329,-0.195191,-0.80985,4.00568,0.400283,9.14821,-1.18706,0.443876,10.1984,-1.20108,0.272525,-1.09356,5.08938,0.310138,-1.11094,5.10364
2789,8,-0.760288,1.0013,0.225272,-0.967121,-0.00473325,-0.254272,0.000897914,-1.09013,0.00896743,-2.0748,0.0228894,-12.0555,0.00969605,-0.00676744,-1.37995,2.01749,-0.00743842,-1.39772,2.01748,-0.00501073,-1.1834,1.94438,-0.00555586,-1.1831,1.94423,-0.0506077,-13.5337,1.26767,-0.0193314,-13.671,1.17849,-0.304551,-0.802478,3.69692,-0.258491,-0.804201,3.70889,0.403085,9.97862,-1.29525,0.44512,11.0369,-1.30185,0.284407,-1.04469,4.75717,0.319741,-1.06233,4.77042
2790,8,-0.761378,1.0013,0.223207,-0.968637,-0.00474887,-0.248434,0.000861735,-1.0898,0.00901776,-2.0548,0.0246567,-12.0707,0.00929238,-0.00681918,-1.39338,2.01872,-0.00745739,-1.41129,2.01863,-0.00534474,-1.18419,1.94794,-0.00584247,-1.1839,1.9478,-0.0528692,-13.3238,1.20828,-0.0186126,-13.4619,1.12131,-0.36345,-0.788602,3.42165,-0.31472,-0.793832,3.43305,0.406047,10.7968,-1.39895,0.446305,11.8633,-1.39832,0.300644,-0.996252,4.44956,0.333352,-1.01391,4.46184
2791,8,-0.762468,1.00131,0.221163,-0.97012,-0.00476518,-0.242579,0.000825427,-1.0896,0.00906408,-2.03395,0.0262733,-12.0877,0.00907861,-0.0068731,-1.40659,2.0199,-0.00747567,-1.42464,2.01972,-0.00573338,-1.18497,1.95123,-0.00618179,-1.18469,1.9511,-0.0549641,-13.1097,1.1467,-0.0179575,-13.2487,1.06185,-0.413839,-0.770901,3.16611,-0.363934,-0.779196,3.17685,0.409151,11.6025,-1.49799,0.447443,12.6773,-1.49031,0.320684,-0.948519,4.16481,0.350548,-0.965969,4.17616
2792,8,-0.763557,1.00132,0.21914,-0.971569,-0.00478357,-0.236707,0.000789144,-1.08952,0.00902888,-2.01259,0.0332884,-12.107,0.00672203,-0.00693197,-1.41959,2.02102,-0.0074904,-1.43779,2.02075,-0.00617073,-1.18573,1.95428,-0.00656269,-1.18546,1.95416,-0.0627915,-12.8916,1.08178,-0.0114908,-13.0353,1.00264,-0.460855,-0.750364,2.92842,-0.397851,-0.764473,2.94101,0.412386,12.3955,-1.59219,0.44854,13,-1.57764,0.344003,-0.901734,3.9013,0.370908,-0.918778,3.91177
2793,8,-0.764647,1.00133,0.217138,-0.972985,-0.00480708,-0.230816,0.00075326,-1.08954,0.00887948,-1.99107,0.0463612,-12.129,0.00222486,-0.00700177,-1.43237,2.02206,-0.00749553,-1.45072,2.02173,-0.00665263,-1.18647,1.9571,-0.00696929,-1.18622,1.95699,-0.0768068,-12.6712,1.01423,0.00122436,-12.8242,0.944739,-0.502956,-0.728954,2.70798,-0.415357,-0.751649,2.72399,0.415918,13,-1.68133,0.449424,13,-1.66022,0.370244,-0.856096,3.65752,0.393761,-0.872468,3.66705
2794,8,-0.765737,1.00134,0.215158,-0.974368,-0.00483668,-0.224905,0.000717757,-1.08964,0.00870762,-1.9698,0.0571884,-12.1542,-0.000864926,-0.0070842,-1.44494,2.02305,-0.00748931,-1.46343,2.02264,-0.00716802,-1.18719,1.95971,-0.00738993,-1.18696,1.95962,-0.0880433,-12.454,0.947954,0.0112134,-12.6149,0.886536,-0.527824,-0.711112,2.50599,-0.425927,-0.740229,2.52254,0.420106,13,-1.76517,0.449732,13,-1.73811,0.399158,-0.811717,3.43207,0.418157,-0.826984,3.44045
2795,8,-0.766826,1.00135,0.213198,-0.975719,-0.00487123,-0.218973,0.000682291,-1.0898,0.00851753,-1.94877,0.0662226,-12.1821,-0.00288023,-0.00717676,-1.45728,2.02396,-0.00747418,-1.47595,2.0235,-0.00770099,-1.18789,1.96212,-0.00781782,-1.1877,1.96205,-0.09707,-12.2396,0.883032,0.0190432,-12.4075,0.828468,-0.538107,-0.695368,2.31958,-0.429843,-0.729295,2.33539,0.425052,13,-1.84366,0.449359,13,-1.81136,0.430081,-0.768515,3.22351,0.443396,-0.782228,3.23059
2796,8,-0.767916,1.00136,0.21126,-0.977036,-0.00490984,-0.213018,0.000646602,-1.09002,0.00831274,-1.92799,0.0738219,-12.2124,-0.0040789,-0.00727746,-1.46942,2.02481,-0.00745208,-1.48825,2.0243,-0.0082382,-1.18858,1.96435,-0.00824655,-1.18842,1.9643,-0.104339,-12.0278,0.819529,0.025164,-12.202,0.770901,-0.536323,-0.680884,2.14711,-0.427615,-0.718249,2.16158,0.430605,13,-1.9169,0.448451,13,-1.87996,0.462059,-0.72632,3.03048,0.469069,-0.738142,3.03627
2797,8,-0.769006,1.00137,0.209342,-0.97832,-0.0049518,-0.20704,0.000610498,-1.09032,0.00809613,-1.90743,0.0802706,-12.2448,-0.00465955,-0.00738473,-1.48134,2.0256,-0.00742453,-1.50035,2.02504,-0.00876873,-1.18926,1.96642,-0.0086703,-1.18913,1.96638,-0.110207,-11.8183,0.75751,0.0299292,-11.9982,0.714136,-0.524736,-0.667105,1.98744,-0.419892,-0.706692,2.00026,0.436648,13,-1.985,0.447125,13,-1.94394,0.494292,-0.685033,2.85182,0.494793,-0.694716,2.85639
2798,8,-0.770097,1.00137,0.207445,-0.97957,-0.00499656,-0.201038,0.000573839,-1.09069,0.00786999,-1.8871,0.0857941,-12.2792,-0.00477448,-0.00749731,-1.49306,2.02633,-0.00739276,-1.51225,2.02573,-0.00928377,-1.18992,1.96833,-0.00908394,-1.18983,1.9683,-0.114953,-11.6112,0.697042,0.0336185,-11.7961,0.658422,-0.505344,-0.653644,1.83961,-0.407393,-0.694366,1.85063,0.443084,13,-2.04808,0.445472,13,-2.00334,0.526124,-0.644593,2.68644,0.520218,-0.651968,2.68992
2799,8,-0.771188,1.00138,0.205568,-0.980788,-0.00504365,-0.195012,0.000536524,-1.09113,0.00763614,-1.86699,0.0905701,-12.3152,-0.0045395,-0.00761419,-1.50456,2.027,-0.00735773,-1.52394,2.02636,-0.00977639,-1.19056,1.9701,-0.00948307,-1.19052,1.97008,-0.118797,-11.4061,0.638187,0.0364498,-11.5958,0.603964,-0.479893,-0.640222,1.70275,-0.390867,-0.681121,1.71193,0.449839,13,-2.10626,0.443566,13,-2.05824,0.557026,-0.604971,2.53335,0.545037,-0.609936,2.53588
2800,8,-0.772279,1.00139,0.203711,-0.981972,-0.00509272,-0.188959,0.00049848,-1.09164,0.00739604,-1.84711,0.0947384,-12.3526,-0.00404219,-0.00773454,-1.51587,2.02761,-0.0073202,-1.53544,2.02694,-0.0102413,-1.1912,1.97174,-0.00986404,-1.1912,1.97173,-0.121913,-11.203,0.581001,0.0385949,-11.3972,0.550925,-0.449895,-0.626645,1.57606,-0.371062,-0.666891,1.58342,0.456851,13,-2.15967,0.441464,13,-2.10874,0.586583,-0.566155,2.39166,0.568984,-0.568671,2.39338
2801,8,-0.773371,1.0014,0.201874,-0.983121,-0.00514347,-0.182882,0.000459658,-1.09222,0.00715082,-1.82744,0.0984076,-12.3912,-0.00334799,-0.00785771,-1.52697,2.02816,-0.00728081,-1.54674,2.02746,-0.0106746,-1.19182,1.97326,-0.0102239,-1.19186,1.97325,-0.124431,-11.0018,0.525534,0.0401857,-11.2002,0.499437,-0.416654,-0.612784,1.45878,-0.348697,-0.651671,1.46439,0.464073,13,-2.20844,0.439212,13,-2.15493,0.614477,-0.528149,2.26051,0.591842,-0.528231,2.26157
2802,8,-0.774464,1.0014,0.200056,-0.984237,-0.00519566,-0.176777,0.000420022,-1.09288,0.00690139,-1.80799,0.101662,-12.4309,-0.00250553,-0.00798316,-1.53787,2.02866,-0.00724006,-1.55784,2.02794,-0.0110735,-1.19242,1.97467,-0.0105605,-1.1925,1.97466,-0.126457,-10.8024,0.471824,0.0413259,-11.0048,0.449601,-0.381286,-0.598567,1.35024,-0.324451,-0.635509,1.3542,0.471463,13,-2.2527,0.436849,13,-2.19695,0.640474,-0.490966,2.13911,0.613435,-0.488674,2.13966
2803,8,-0.775557,1.00141,0.198257,-0.985318,-0.0052491,-0.170646,0.000379552,-1.09362,0.00664849,-1.78874,0.104565,-12.4715,-0.00155038,-0.00811042,-1.54858,2.0291,-0.00719835,-1.56875,2.02836,-0.0114365,-1.19301,1.97597,-0.0108722,-1.19313,1.97597,-0.128068,-10.6048,0.419904,0.0420932,-10.8111,0.401493,-0.344738,-0.583958,1.24976,-0.298948,-0.618485,1.2522,0.47899,13,-2.29259,0.434403,13,-2.23491,0.664412,-0.454625,2.02675,0.633629,-0.450059,2.02691
2804,8,-0.776651,1.00142,0.196478,-0.986365,-0.00530361,-0.164489,0.000338233,-1.09444,0.00639269,-1.76971,0.107167,-12.5128,-0.000508423,-0.00823912,-1.55908,2.0295,-0.00715603,-1.57946,2.02874,-0.0117628,-1.19359,1.97717,-0.011158,-1.19374,1.97717,-0.129326,-10.4088,0.369794,0.0425493,-10.6188,0.355167,-0.307805,-0.568958,1.15675,-0.27275,-0.600704,1.1578,0.486625,13,-2.32826,0.431901,13,-2.26895,0.686192,-0.419149,1.92275,0.652331,-0.412439,1.92266
2805,8,-0.777746,1.00142,0.194718,-0.987376,-0.00535905,-0.158304,0.000296057,-1.09535,0.00613448,-1.75089,0.109504,-12.5548,0.000601944,-0.00836892,-1.5694,2.02984,-0.00711338,-1.58999,2.02907,-0.0120523,-1.19415,1.97828,-0.0114176,-1.19433,1.97829,-0.130276,-10.2145,0.321505,0.0427389,-10.4282,0.310658,-0.271148,-0.553591,1.07065,-0.246353,-0.582286,1.07043,0.494347,13,-2.35985,0.429362,13,-2.29922,0.705769,-0.384562,1.82649,0.669482,-0.375863,1.82626
2806,8,-0.778842,1.00143,0.192976,-0.988351,-0.00541529,-0.152092,0.000253018,-1.09634,0.00587425,-1.73228,0.111602,-12.5972,0.00176763,-0.00849953,-1.57951,2.03014,-0.00707066,-1.60032,2.02936,-0.0123055,-1.1947,1.97931,-0.0116509,-1.1949,1.97932,-0.130952,-10.0218,0.275041,0.042698,-10.239,0.267982,-0.235308,-0.537898,0.990931,-0.220189,-0.563359,0.989586,0.502135,13,-2.3875,0.426803,13,-2.32585,0.723137,-0.350885,1.7374,0.685055,-0.340374,1.73713
