t,x,y,r,bh,bt,fh,ft,dx,dy,dr,dbh,dbt,dfh,dft,ubh,ubt,ufh,uft
0.7790000000000006,0.45239558882997344,0.46026238721728585,-3.9097611844714226,-2.3278976393524307,2.757,-1.6906036358047145,2.6067536907280306,1.0044371251312618,-0.8801132323534887,-16.012807686743017,6.29946222084213,-0.0023968315265626827,-5.601361747762493,-4.648078077721397,-0.7011130247029249,1.6245361695492333,-0.16753128714553145,0.35688681270435385
0.7800000000000006,0.45339720330143674,0.45941527989978526,-3.9257614147893554,-2.321938064372673,2.757,-1.6965717931199338,2.602226918537134,1.0057573810127114,-0.8925148734302611,-16.01797012023558,6.428947151198072,-0.002802887287918485,-5.4627545415519005,-4.698938721834336,-0.6910362331120192,1.6156820599628308,-0.165498559012278,0.34490237894208486
0.7810000000000006,0.4543988177729,0.4585681725822847,-3.9417616451072885,-2.315978489392915,2.757,-1.702539950435153,2.597700146346237,1.0070776368941607,-0.9049165145070335,-16.023132553728143,6.558432081554015,-0.003208943049274287,-5.3241473353413085,-4.7497993659472755,-0.6809594415211134,1.606827950376428,-0.16346583087902455,0.33291794517981593
0.7820000000000006,0.4554012049769725,0.457711371457677,-3.957765452964536,-2.309920541570319,2.757,-1.7084003750458097,2.593139542048612,1.008353322605595,-0.9173077857175131,-16.02821174727886,6.687225694038553,-0.0034801419776203076,-5.185740731644473,-4.799559141638639,-0.67088829196376,1.5981874586677147,-0.16140390974333263,0.32105856950403433
0.7830000000000006,0.4564138303046554,0.45672613470834816,-3.97381666051643,-2.302559227857955,2.757,-1.7128334226661455,2.588130687882257,1.0090384872176763,-0.9295616640295314,-16.032188074451632,6.806859866716512,-0.0019645896941866622,-5.049991959787076,-4.834733241970734,-0.6608918950908763,1.5923772425431229,-0.1589552033679291,0.3108561190472949
0.7840000000000006,0.4574264556323383,0.4557408979590194,-3.989867868068324,-2.295197914145592,2.757,-1.7172664702864813,2.583121833715902,1.0097236518297577,-0.9418155423415497,-16.036164401624408,6.9264940393944725,-0.00044903741075301646,-4.914243187929679,-4.869907342302829,-0.6508954982179926,1.5865670264185312,-0.15650649699252558,0.3006536685905554
0.7850000000000006,0.4584390809600212,0.4547556612096906,-4.005919075620218,-2.2878366004332285,2.757,-1.721699517906817,2.5781129795495468,1.010408816441839,-0.9540694206535681,-16.04014072879718,7.046128212072433,0.0010665148726806293,-4.778494416072283,-4.905081442634924,-0.6408991013451089,1.5807568102939393,-0.15405779061712208,0.2904512181338159
0.7860000000000006,0.45945170628770404,0.45377042446036175,-4.021970283172112,-2.280475286720865,2.757,-1.7261325655271529,2.573104125383191,1.0110939810539201,-0.9663232989655864,-16.044117055969956,7.165762384750392,0.002582067156114274,-4.642745644214886,-4.940255542967019,-0.6309027044722252,1.5749465941693475,-0.15160908424171857,0.28024876767707646
0.7870000000000006,0.4604643316153869,0.45278518771103293,-4.038021490724006,-2.2731139730085013,2.757,-1.7305656131474887,2.568095271216836,1.0117791456660015,-0.9785771772776047,-16.048093383142728,7.285396557428353,0.004097619439547919,-4.5069968723574885,-4.975429643299114,-0.6209063075993414,1.5691363780447556,-0.14916037786631506,0.270046317220337
0.7880000000000006,0.46147695694306984,0.4517999509617041,-4.0540726982759,-2.2657526592961377,2.757,-1.7349986607678245,2.563086417050481,1.0124643102780828,-0.9908310555896231,-16.0520697103155,7.405030730106313,0.005613171722981566,-4.371248100500091,-5.010603743631209,-0.6109099107264577,1.563326161920164,-0.14671167149091155,0.25984386676359755
0.7890000000000006,0.4624895822707527,0.45081471421237534,-4.070123905827795,-2.258391345583774,2.757,-1.7394317083881603,2.558077562884126,1.0131494748901642,-1.0030849339016414,-16.056046037488276,7.524664902784273,0.007128724006415211,-4.235499328642695,-5.045777843963304,-0.600913513853574,1.557515945795572,-0.144262965115508,0.24964141630685807
0.7900000000000006,0.4635022075984356,0.4498294774630465,-4.086175113379689,-2.2510300318714105,2.757,-1.743864756008496,2.553068708717771,1.0138346395022455,-1.0153388122136597,-16.060022364661048,7.644299075462233,0.008644276289848856,-4.099750556785298,-5.080951944295399,-0.5909171169806903,1.5517057296709802,-0.1418142587401045,0.2394389658501186
